,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
523,AFG,Asia,Afghanistan,2021-07-31,146523.0,0.0,440.57099999999997,6677.0,0.0,45.714,3763.9159999999997,0.0,11.317,171.52,0.0,1.1740000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,
1059,OWID_AFR,,Africa,2021-07-31,6708893.0,35861.0,39119.0,170082.0,866.0,945.143,5004.403,26.75,29.18,126.87,0.6459999999999999,0.705,,,,,,,,,,,,,,,,,,,68670999.0,47472818.0,23282378.0,115988.0,1123388.0,5.12,3.54,1.74,838.0,,1340598113.0,,,,,,,,,,,,,,,
1583,ALB,Europe,Albania,2021-07-31,133081.0,45.0,32.571,2457.0,0.0,0.14300000000000002,46244.005999999994,15.637,11.318,853.7769999999999,0.0,0.05,,,,,,,,,,,,,,,,,,,1198933.0,670215.0,528718.0,8086.0,9975.0,41.66,23.29,18.37,3466.0,,2877800.0,104.87100000000001,38.0,13.187999999999999,8.642999999999999,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,
2107,DZA,Africa,Algeria,2021-07-31,171392.0,1203.0,1503.4289999999999,4254.0,35.0,30.285999999999998,3908.505,27.434,34.285,97.01,0.7979999999999999,0.691,,47.0,1.072,,,,,,,,,,,,,,,,,,,,,,,,,,43851043.0,17.348,29.1,6.211,3.8569999999999998,13913.839,0.5,278.36400000000003,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
2625,AND,Europe,Andorra,2021-07-31,14678.0,0.0,25.714000000000002,128.0,0.0,0.14300000000000002,189969.585,0.0,332.806,1656.636,0.0,1.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77265.0,163.755,,,,,,109.135,7.97,29.0,37.8,,,83.73,0.868,
3125,AGO,Africa,Angola,2021-07-31,42777.0,131.0,148.714,1011.0,3.0,4.143,1301.547,3.986,4.525,30.761,0.091,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32866268.0,23.89,16.8,2.405,1.3619999999999999,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,
3802,ATG,North America,Antigua and Barbuda,2021-07-31,1303.0,0.0,3.286,43.0,0.0,0.0,13305.694,0.0,33.552,439.098,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97928.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,
4381,ARG,South America,Argentina,2021-07-31,4929764.0,10356.0,12950.714,105721.0,135.0,305.286,109075.766,229.136,286.547,2339.179,2.987,6.755,,,,,,,,,,,,,,,,,,,31877998.0,24966105.0,6911893.0,406924.0,348605.0,70.53,55.24,15.29,7713.0,,45195777.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,
4900,ARM,Asia,Armenia,2021-07-31,230110.0,243.0,211.143,4614.0,6.0,4.2860000000000005,77655.022,82.005,71.25399999999999,1557.0829999999999,2.025,1.446,,,,,,,,,,,,,,,,,,,,,,,2808.0,,,,948.0,,2963234.0,102.931,35.7,11.232000000000001,7.571000000000001,8787.58,1.8,341.01,7.11,1.5,52.1,94.04299999999999,4.2,75.09,0.7759999999999999,
5026,ABW,North America,Aruba,2021-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138509.0,72793.0,65716.0,911.0,406.0,129.73,68.18,61.55,3803.0,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,,11.62,,,,,76.29,,
5584,OWID_ASI,,Asia,2021-07-31,62011213.0,241956.0,252176.28600000002,896274.0,4484.0,4292.286,13364.925,52.147,54.35,193.169,0.966,0.925,,,,,,,,,,,,,,,,,,,2643191035.0,1309778330.0,504885644.0,22442147.0,28378028.0,56.97,28.23,10.88,6116.0,,4639847425.0,,,,,,,,,,,,,,,
6138,AUS,Oceania,Australia,2021-07-31,34383.0,253.0,209.28599999999997,924.0,0.0,0.857,1348.359,9.922,8.207,36.235,0.0,0.034,,,,,,,,,,,,,,,,,,,12206684.0,8373750.0,3832934.0,200706.0,167693.0,47.87,32.84,15.03,6576.0,,25499881.0,3.202,37.9,15.504000000000001,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.9440000000000001,
6662,AUT,Europe,Austria,2021-07-31,659056.0,538.0,445.42900000000003,10737.0,0.0,0.857,73176.408,59.735,49.457,1192.152,0.0,0.095,,,,,,,,,,,,,,,,,,,9694734.0,5294066.0,4598275.0,34859.0,42535.0,107.64,58.78,51.06,4723.0,,9006400.0,106.749,44.4,19.202,13.748,45436.685999999994,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,
7181,AZE,Asia,Azerbaijan,2021-07-31,343849.0,633.0,541.714,5023.0,1.0,3.0,33912.917,62.431000000000004,53.428000000000004,495.405,0.099,0.29600000000000004,,,,,,,,,,,,,,,,,,,4972362.0,2880131.0,2092231.0,86790.0,65054.0,49.04,28.41,20.64,6416.0,,10139175.0,119.309,32.4,6.018,3.8710000000000004,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.7559999999999999,
7685,BHS,North America,Bahamas,2021-07-31,14840.0,163.0,151.286,287.0,1.0,1.857,37737.001000000004,414.49699999999996,384.708,729.819,2.543,4.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393248.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.8140000000000001,
8210,BHR,Asia,Bahrain,2021-07-31,269186.0,106.0,110.429,1384.0,0.0,0.28600000000000003,158197.396,62.295,64.898,813.36,0.0,0.168,,,,,,,,,,,,,,,,,,,2305354.0,1108252.0,1055185.0,7752.0,5581.0,135.48,65.13,62.01,3280.0,,1701583.0,1935.9070000000002,32.4,2.372,1.3869999999999998,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29,0.852,
8727,BGD,Asia,Bangladesh,2021-07-31,1249484.0,9369.0,13734.286,20685.0,218.0,234.143,7586.9130000000005,56.888999999999996,83.395,125.6,1.324,1.422,,,,,,,,,,,,,,,,,,,12849265.0,8520221.0,4329044.0,1114818.0,360901.0,7.8,5.17,2.63,2191.0,,164689383.0,1265.036,27.5,5.098,3.262,3523.9840000000004,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,
9230,BRB,North America,Barbados,2021-07-31,4390.0,11.0,7.2860000000000005,48.0,0.0,0.0,15276.42,38.278,25.353,167.03099999999998,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287371.0,664.4630000000001,39.8,14.952,9.472999999999999,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.8140000000000001,
9751,BLR,Europe,Belarus,2021-07-31,446040.0,992.0,887.429,3454.0,9.0,9.857000000000001,47203.392,104.98100000000001,93.915,365.529,0.9520000000000001,1.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9449321.0,46.858000000000004,40.3,14.799000000000001,9.788,17167.967,,443.129,5.18,10.5,46.1,,11.0,74.79,0.823,
10296,BEL,Europe,Belgium,2021-07-31,1124715.0,0.0,1607.1429999999998,25241.0,0.0,3.0,97045.06199999999,0.0,138.671,2177.8979999999997,0.0,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11589616.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.9309999999999999,
10793,BLZ,North America,Belize,2021-07-31,14163.0,0.0,35.143,337.0,0.0,0.7140000000000001,35619.346,0.0,88.383,847.541,0.0,1.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397621.0,16.426,25.0,3.853,2.279,7824.361999999999,,176.957,17.11,,,90.083,1.3,74.62,0.716,
11297,BEN,Africa,Benin,2021-07-31,8394.0,0.0,10.0,108.0,0.0,0.14300000000000002,692.3919999999999,0.0,0.825,8.908999999999999,0.0,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12123198.0,99.11,18.8,3.2439999999999998,1.942,2064.236,49.6,235.84799999999998,0.99,0.6,12.3,11.035,0.5,61.77,0.545,
12013,BTN,Asia,Bhutan,2021-07-31,2515.0,7.0,4.7139999999999995,2.0,0.0,0.0,3259.41,9.072000000000001,6.11,2.592,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771612.0,21.188000000000002,28.6,4.885,2.977,8708.597,1.5,217.06599999999997,9.75,,,79.807,1.7,71.78,0.654,
12522,BOL,South America,Bolivia,2021-07-31,473506.0,1548.0,790.143,17821.0,37.0,26.285999999999998,40564.107,132.613,67.69,1526.682,3.17,2.252,,,,,,,,,,,,,,,,,,,4487894.0,2874284.0,1613610.0,,72602.0,38.45,24.62,13.82,6220.0,,11673029.0,10.202,25.4,6.704,4.393,6885.829000000001,7.1,204.299,6.89,,,25.383000000000003,1.1,71.51,0.718,
13038,BIH,Europe,Bosnia and Herzegovina,2021-07-31,205655.0,0.0,33.571,9687.0,0.0,1.714,62684.12,0.0,10.232999999999999,2952.62,0.0,0.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3280815.0,68.49600000000001,42.5,16.569000000000003,10.710999999999999,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,
13528,BWA,Africa,Botswana,2021-07-31,106690.0,0.0,1290.4289999999999,1569.0,0.0,27.714000000000002,45368.628,0.0,548.739,667.198,0.0,11.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2351625.0,4.044,25.8,3.9410000000000003,2.242,15807.374,,237.372,4.81,5.7,34.4,,1.8,69.59,0.735,
14051,BRA,South America,Brazil,2021-07-31,19917855.0,37582.0,35331.571,556370.0,910.0,988.857,93704.885,176.80700000000002,166.22,2617.48,4.281000000000001,4.652,,,,,,,,,,,,,,,,,,,142488679.0,105057816.0,41489804.0,2319465.0,1520483.0,67.03,49.43,19.52,7153.0,,212559409.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.96099999999998,8.11,10.1,17.9,,2.2,75.88,0.765,
14626,BRN,Asia,Brunei,2021-07-31,337.0,1.0,2.286,3.0,0.0,0.0,770.316,2.286,5.225,6.857,0.0,0.0,,,,,,,,,,,,,,,,,,,163999.0,134829.0,29170.0,3502.0,2642.0,37.49,30.82,6.67,6039.0,,437483.0,81.347,32.4,4.591,2.3819999999999997,71809.25099999999,,201.285,12.79,2.0,30.9,,2.7,75.86,0.838,
15138,BGR,Europe,Bulgaria,2021-07-31,425054.0,182.0,203.571,18213.0,2.0,2.8569999999999998,61172.53599999999,26.193,29.296999999999997,2621.1620000000003,0.28800000000000003,0.41100000000000003,,,,,,,,,,,,,,,,,,,2028136.0,1028258.0,999878.0,3193.0,9270.0,29.19,14.8,14.39,1334.0,,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.68800000000005,5.81,30.1,44.4,,7.454,75.05,0.816,
15648,BFA,Africa,Burkina Faso,2021-07-31,13573.0,0.0,5.0,169.0,0.0,0.0,649.3240000000001,0.0,0.239,8.085,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20903278.0,70.15100000000001,17.6,2.4090000000000003,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,
16137,BDI,Africa,Burundi,2021-07-31,7080.0,0.0,136.0,9.0,0.0,0.14300000000000002,595.419,0.0,11.437000000000001,0.757,0.0,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11890781.0,423.06199999999995,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433,
16690,KHM,Asia,Cambodia,2021-07-31,77243.0,658.0,734.143,1397.0,22.0,20.429000000000002,4620.081,39.356,43.911,83.55799999999999,1.3159999999999998,1.222,,,,,,,,,,,,,,,,,,,12088317.0,7304756.0,4783561.0,125465.0,144085.0,72.3,43.69,28.61,8618.0,,16718971.0,90.67200000000001,25.6,4.412,2.385,3645.07,,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.594,
17204,CMR,Africa,Cameroon,2021-07-31,82064.0,0.0,8.714,1334.0,0.0,0.0,3091.4040000000005,0.0,0.32799999999999996,50.253,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26545864.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.66099999999997,7.2,,,2.735,1.3,59.29,0.563,
17758,CAN,North America,Canada,2021-07-31,1438457.0,436.0,704.571,26560.0,7.0,8.0,38112.74,11.552,18.668,703.722,0.185,0.212,,201.0,5.3260000000000005,444.0,11.764000000000001,,,,,,,,,,,,,,49293068.0,27023203.0,22269865.0,232386.0,272128.0,130.6,71.6,59.01,7210.0,,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,,2.5,82.43,0.929,
18258,CPV,Africa,Cape Verde,2021-07-31,33791.0,28.0,35.714,298.0,0.0,0.14300000000000002,60776.492,50.361000000000004,64.236,535.9830000000001,0.0,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555988.0,135.58,25.7,4.46,3.437,6222.554,,182.21900000000002,2.42,2.1,16.5,,2.1,72.98,0.665,
18980,CAF,Africa,Central African Republic,2021-07-31,7151.0,0.0,0.5710000000000001,98.0,0.0,0.0,1480.611,0.0,0.11800000000000001,20.291,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4829764.0,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.602999999999998,1.0,53.28,0.397,
19481,TCD,Africa,Chad,2021-07-31,4973.0,0.0,0.5710000000000001,174.0,0.0,0.0,302.754,0.0,0.035,10.593,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16425859.0,11.833,16.7,2.4859999999999998,1.446,1768.1529999999998,38.4,280.995,6.1,,,5.818,,54.24,0.39799999999999996,
20007,CHL,South America,Chile,2021-07-31,1615771.0,1142.0,1146.0,35448.0,82.0,70.0,84523.61,59.74,59.949,1854.3429999999998,4.29,3.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19116209.0,24.281999999999996,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,
20565,CHN,Asia,China,2021-07-31,93066.0,77.0,68.429,4636.0,0.0,0.0,64.66,0.053,0.048,3.221,0.0,0.0,,,,,,,,,,,,,,,,,,,1652819000.0,,,15424000.0,16301714.0,114.83,,,11326.0,,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.7609999999999999,
21079,COL,South America,Colombia,2021-07-31,4785320.0,9029.0,9788.857,120723.0,291.0,312.143,94045.77,177.447,192.38,2372.5660000000003,5.718999999999999,6.135,,,,,,,,,,,,,,,,,,,27524377.0,17801838.0,12179103.0,,347815.0,54.09,34.99,23.94,6836.0,,50882884.0,44.223,32.2,7.646,4.312,13254.948999999999,4.5,124.24,7.44,4.7,13.5,65.38600000000001,1.71,77.29,0.767,
21538,COM,Africa,Comoros,2021-07-31,4028.0,2.0,2.0,147.0,0.0,0.0,4632.041,2.3,2.3,169.044,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869595.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.51599999999996,11.88,4.4,23.6,15.574000000000002,2.2,64.32,0.5539999999999999,
22043,COG,Africa,Congo,2021-07-31,13186.0,0.0,9.857000000000001,178.0,0.0,0.28600000000000003,2389.594,0.0,1.786,32.258,0.0,0.052000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5518092.0,15.405,19.0,3.4019999999999997,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,,64.57,0.574,
22614,CRI,North America,Costa Rica,2021-07-31,406814.0,0.0,1172.286,5030.0,0.0,12.714,79859.618,0.0,230.12599999999998,987.414,0.0,2.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5094114.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.97299999999998,8.78,6.4,17.4,83.84100000000001,1.13,80.28,0.81,
23123,CIV,Africa,Cote d'Ivoire,2021-07-31,50135.0,131.0,83.0,329.0,1.0,0.7140000000000001,1900.6170000000002,4.966,3.147,12.472000000000001,0.038,0.027000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26378275.0,76.399,18.7,2.9330000000000003,1.5819999999999999,3601.006,28.2,303.74,2.42,,,19.351,,57.78,0.5379999999999999,
23647,HRV,Europe,Croatia,2021-07-31,363615.0,218.0,159.857,8259.0,5.0,2.0,88572.78,53.103,38.94,2011.805,1.218,0.48700000000000004,,,,,,,,,,,,,,,,,,,3078364.0,1646466.0,1431898.0,9707.0,10760.0,74.99,40.11,34.88,2621.0,,4105268.0,73.726,44.0,19.724,13.052999999999999,22669.797000000002,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,
24155,CUB,North America,Cuba,2021-07-31,384596.0,8875.0,8640.143,2758.0,65.0,69.571,33955.067,783.553,762.818,243.497,5.739,6.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11326616.0,110.40799999999999,43.1,14.738,9.719,,,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.7829999999999999,
24281,CUW,North America,Curacao,2021-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175129.0,92683.0,82446.0,605.0,237.0,106.72,56.48,50.24,1444.0,,164100.0,362.644,41.7,16.367,10.068,,,,11.62,,,,,78.88,,
24793,CYP,Europe,Cyprus,2021-07-31,101419.0,0.0,632.571,419.0,0.0,2.8569999999999998,114209.94300000001,0.0,712.3510000000001,471.844,0.0,3.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888005.0,127.65700000000001,37.3,13.415999999999999,8.562999999999999,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,
25312,CZE,Europe,Czechia,2021-07-31,1673576.0,147.0,176.571,30373.0,10.0,2.286,156277.786,13.727,16.488,2836.217,0.934,0.213,,,,,,,,,,,,,,,,,,,10343111.0,5641227.0,4839746.0,26375.0,52228.0,96.58,52.68,45.19,4877.0,,10708982.0,137.17600000000002,43.3,19.027,11.58,32605.906000000003,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,
25821,COD,Africa,Democratic Republic of Congo,2021-07-31,49917.0,355.0,304.42900000000003,1038.0,15.0,2.4290000000000003,557.349,3.964,3.3989999999999996,11.59,0.16699999999999998,0.027000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89561404.0,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,,,4.4719999999999995,,60.68,0.48,
26368,DNK,Europe,Denmark,2021-07-31,317909.0,741.0,853.429,2551.0,2.0,1.143,54885.68,127.931,147.341,440.42,0.345,0.19699999999999998,,,,,,,,,,,,,,,,,,,7353133.0,4204834.0,3194779.0,26590.0,56462.0,126.95,72.59,55.16,9748.0,,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,
26870,DJI,Africa,Djibouti,2021-07-31,11651.0,0.0,2.4290000000000003,156.0,0.0,0.14300000000000002,11792.486,0.0,2.458,157.894,0.0,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988002.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.03700000000003,6.05,1.7,24.5,,1.4,67.11,0.524,
27368,DMA,North America,Dominica,2021-07-31,210.0,0.0,0.14300000000000002,,,0.0,2917.031,0.0,1.984,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71991.0,98.56700000000001,,,,9673.367,,227.37599999999998,11.62,,,,3.8,75.0,0.742,
27887,DOM,North America,Dominican Republic,2021-07-31,341905.0,395.0,319.42900000000003,3963.0,7.0,3.714,31518.07,36.413000000000004,29.445999999999998,365.324,0.645,0.342,,,,,,,,,,,,,,,,,,,10140333.0,5543146.0,4215901.0,20403.0,57009.0,93.48,51.1,38.86,5255.0,,10847904.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.181999999999995,1.6,74.08,0.7559999999999999,
28406,ECU,South America,Ecuador,2021-07-31,487372.0,828.0,950.2860000000001,31631.0,40.0,119.14299999999999,27624.006,46.931000000000004,53.861999999999995,1792.83,2.267,6.752999999999999,,,,,,,,,,,,,,,,,,,11419806.0,9047885.0,2371921.0,197867.0,248847.0,64.73,51.28,13.44,14105.0,,17643060.0,66.939,28.1,7.104,4.458,10581.936000000002,3.6,140.44799999999998,5.55,2.0,12.3,80.635,1.5,77.01,0.759,
28941,EGY,Africa,Egypt,2021-07-31,284262.0,47.0,39.571,16524.0,6.0,6.143,2777.776,0.45899999999999996,0.387,161.471,0.059000000000000004,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6,71.99,0.7070000000000001,
29442,SLV,North America,El Salvador,2021-07-31,86620.0,0.0,275.57099999999997,2629.0,16.0,11.714,13354.503999999999,0.0,42.486000000000004,405.32199999999995,2.467,1.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6486201.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.6729999999999999,
29947,GNQ,Africa,Equatorial Guinea,2021-07-31,8880.0,0.0,2.4290000000000003,123.0,0.0,0.0,6329.361999999999,0.0,1.7309999999999999,87.67,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402985.0,45.193999999999996,22.4,2.846,1.7519999999999998,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.5920000000000001,
30446,ERI,Africa,Eritrea,2021-07-31,6547.0,2.0,7.428999999999999,35.0,1.0,0.28600000000000003,1846.0829999999999,0.564,2.095,9.869,0.282,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3546427.0,44.303999999999995,19.3,3.6069999999999998,2.171,1510.4589999999998,,311.11,6.05,0.2,11.4,,0.7,66.32,0.45899999999999996,
30992,EST,Europe,Estonia,2021-07-31,133557.0,249.0,169.857,1272.0,0.0,0.14300000000000002,100680.79400000001,187.707,128.045,958.8860000000001,0.0,0.10800000000000001,,,,,,,,,,,,,,,,,,,1133844.0,639086.0,494758.0,2965.0,4831.0,85.47,48.18,37.3,3642.0,,1326539.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.56900000000002,4.02,24.5,39.3,,4.69,78.74,0.892,
31498,SWZ,Africa,Eswatini,2021-07-31,25979.0,464.0,470.286,787.0,8.0,5.7139999999999995,22392.523999999998,399.94300000000004,405.361,678.352,6.896,4.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160164.0,79.492,21.5,3.1630000000000003,1.845,7738.975,,333.436,3.94,1.7,16.5,24.096999999999998,2.1,60.19,0.611,
32005,ETH,Africa,Ethiopia,2021-07-31,280365.0,341.0,274.143,4385.0,2.0,2.571,2438.729,2.966,2.385,38.143,0.017,0.022000000000000002,,,,,,,,,,,,,,,,,,,2217097.0,2217097.0,,759.0,6467.0,1.93,1.93,,56.0,,114963583.0,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,26.7,182.63400000000001,7.47,0.4,8.5,7.96,0.3,66.6,0.485,
32562,OWID_EUR,,Europe,2021-07-31,51806847.0,95747.0,122782.571,1136019.0,1007.0,1051.714,69197.577,127.88799999999999,163.99900000000002,1517.362,1.345,1.405,,,,,,,,,,,,,,,,,,,648613817.0,365837128.0,295241547.0,2107246.0,3670409.0,86.63,48.86,39.43,4903.0,,748680069.0,,,,,,,,,,,,,,,
33119,OWID_EUN,,European Union,2021-07-31,34382864.0,43140.0,69031.0,744160.0,117.0,161.0,77278.91900000001,96.961,155.154,1672.5739999999998,0.263,0.36200000000000004,,,,,,,,,,,,,,,,,,,468190226.0,263200892.0,217610326.0,828685.0,2544324.0,105.23,59.16,48.91,5719.0,,444919060.0,,,,,,,,,,,,,,,
