,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
70983,OWID_NAM,,North America,2021-07-31,41750987.0,66146.0,110546.429,923819.0,758.0,928.2860000000001,70516.715,111.719,186.71099999999998,1560.315,1.28,1.568,,,,,,,,,,,,,,,,,,,498963436.0,286960048.0,224115506.0,1670952.0,2358346.0,84.27,48.47,37.85,3983.0,,592072204.0,,,,,,,,,,,,,,,
71506,MKD,Europe,North Macedonia,2021-07-31,156380.0,81.0,46.571000000000005,5493.0,0.0,0.5710000000000001,75060.719,38.879,22.354,2636.5809999999997,0.0,0.27399999999999997,,,,,,,,,,,,,,,,,,,904583.0,514021.0,390562.0,13204.0,10944.0,43.42,24.67,18.75,5253.0,,2083380.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,
72195,NOR,Europe,Norway,2021-07-31,137627.0,156.0,285.143,799.0,0.0,0.0,25386.618,28.776,52.597,147.38299999999998,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5421242.0,14.462,39.7,16.820999999999998,10.812999999999999,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.9570000000000001,
72750,OWID_OCE,,Oceania,2021-07-31,84789.0,1421.0,1260.5710000000001,1381.0,5.0,9.571,1986.723,33.296,29.537,32.359,0.11699999999999999,0.22399999999999998,,,,,,,,,,,,,,,,,,,15112636.0,10279315.0,4833321.0,200706.0,198624.0,35.41,24.09,11.33,4654.0,,42677809.0,,,,,,,,,,,,,,,
73275,OMN,Asia,Oman,2021-07-31,295857.0,0.0,973.571,3814.0,0.0,45.143,57935.950999999994,0.0,190.649,746.873,0.0,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5106622.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,
73799,PAK,Asia,Pakistan,2021-07-31,1034837.0,5026.0,4306.143,23422.0,62.0,58.0,4684.803,22.753,19.494,106.03399999999999,0.281,0.263,,,,,,,,,,,,,,,,,,,29648055.0,,6312421.0,904830.0,678588.0,13.42,,2.86,3072.0,,220892331.0,255.57299999999998,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,
74314,PSE,Asia,Palestine,2021-07-31,316738.0,135.0,110.0,3603.0,2.0,1.0,62088.252,26.463,21.563000000000002,706.2739999999999,0.392,0.196,,,,,,,,,,,,,,,,,,,1007483.0,591569.0,415914.0,76.0,4418.0,19.75,11.6,8.15,866.0,,5101416.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,
74825,PAN,North America,Panama,2021-07-31,435655.0,1195.0,938.857,6823.0,15.0,10.429,100968.349,276.95599999999996,217.592,1581.3129999999999,3.4760000000000004,2.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4314768.0,55.133,29.7,7.917999999999999,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,
75325,PNG,Oceania,Papua New Guinea,2021-07-31,17717.0,44.0,11.429,192.0,0.0,0.0,1980.211,4.918,1.2770000000000001,21.46,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8947027.0,18.22,22.6,3.8080000000000003,2.142,3823.1940000000004,,561.494,17.65,23.5,48.8,,,64.5,0.555,
75838,PRY,South America,Paraguay,2021-07-31,452388.0,303.0,495.714,14981.0,52.0,55.428999999999995,63426.02099999999,42.481,69.5,2100.377,7.291,7.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7132530.0,17.144000000000002,26.5,6.377999999999999,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,
76417,PER,South America,Peru,2021-07-31,2111393.0,2798.0,1212.714,196353.0,139.0,79.714,64036.239,84.86,36.78,5955.172,4.216,2.418,,,,,,,,,,,,,,,,,,,13152285.0,7997150.0,5155135.0,163541.0,145790.0,39.89,24.25,15.63,4422.0,,32971846.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,
76967,PHL,Asia,Philippines,2021-07-31,1588965.0,8141.0,6526.286,27889.0,167.0,108.286,14500.358,74.292,59.556999999999995,254.50599999999997,1.524,0.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109581085.0,351.87300000000005,25.2,4.803,2.661,7599.188,,370.43699999999995,7.07,7.8,40.8,78.46300000000001,1.0,71.23,0.718,
77534,POL,Europe,Poland,2021-07-31,2882939.0,153.0,124.714,75261.0,2.0,2.8569999999999998,76174.30900000001,4.043,3.295,1988.58,0.053,0.075,,,,,,,,,,,,,,,,,,,34429956.0,18332060.0,17470071.0,95697.0,103445.0,90.97,48.44,46.16,2733.0,,37846605.0,124.027,41.8,16.762999999999998,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,
78064,PRT,Europe,Portugal,2021-07-31,966041.0,0.0,2229.571,17344.0,0.0,8.571,94740.48800000001,0.0,218.65599999999998,1700.941,0.0,0.841,,,,,,,,,,,,,,,,,,,12120727.0,7010170.0,5685309.0,93423.0,88948.0,118.87,68.75,55.76,8723.0,,10196707.0,112.37100000000001,46.2,21.502,14.924000000000001,27936.896,0.5,127.84200000000001,9.85,16.3,30.0,,3.39,82.05,0.8640000000000001,
78584,QAT,Asia,Qatar,2021-07-31,226239.0,162.0,166.71400000000003,601.0,0.0,0.14300000000000002,78526.306,56.229,57.86600000000001,208.604,0.0,0.05,,,,,,,,,,,,,,,,,,,3780468.0,2053529.0,1726939.0,4908.0,19781.0,131.22,71.28,59.94,6866.0,,2881060.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,
79107,ROU,Europe,Romania,2021-07-31,1083189.0,156.0,143.714,34281.0,3.0,2.0,56305.587999999996,8.109,7.47,1781.971,0.156,0.10400000000000001,,,,,,,,,,,,,,,,,,,9406063.0,4993968.0,4864843.0,11152.0,13673.0,48.89,25.96,25.29,711.0,,19237682.0,85.12899999999999,43.0,17.85,11.69,23313.199,5.7,370.94599999999997,9.74,22.9,37.1,,6.892,76.05,0.828,
79656,RUS,Europe,Russia,2021-07-31,6185249.0,23264.0,22793.0,155952.0,772.0,767.0,42383.745,159.414,156.187,1068.644,5.29,5.256,,,,,,,,,,,,,,,,,,,61902078.0,36621627.0,25280451.0,905533.0,655504.0,42.42,25.09,17.32,4492.0,,145934460.0,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,,8.05,72.58,0.8240000000000001,
80162,RWA,Africa,Rwanda,2021-07-31,70698.0,860.0,1195.714,808.0,10.0,11.571,5458.374,66.398,92.31700000000001,62.383,0.772,0.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12952209.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.5429999999999999,
80749,KNA,North America,Saint Kitts and Nevis,2021-07-31,593.0,4.0,4.143,3.0,0.0,0.0,11148.293,75.199,77.885,56.398999999999994,0.0,0.0,,,,,,,,,,,,,,,,,,,43640.0,23872.0,19768.0,,59.0,82.04,44.88,37.16,1109.0,,53192.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,
81255,LCA,North America,Saint Lucia,2021-07-31,5610.0,29.0,13.429,89.0,0.0,0.14300000000000002,30550.73,157.92700000000002,73.12899999999999,484.673,0.0,0.778,,,,,,,,,,,,,,,,,,,57066.0,32291.0,24775.0,227.0,161.0,31.08,17.58,13.49,877.0,,183629.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.20200000000001,1.3,76.2,0.759,
81761,VCT,North America,Saint Vincent and the Grenadines,2021-07-31,2291.0,0.0,2.8569999999999998,12.0,0.0,0.0,20649.499,0.0,25.752,108.16,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110947.0,281.78700000000003,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,
82018,WSM,Oceania,Samoa,2021-07-31,3.0,0.0,0.0,,,0.0,15.12,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198410.0,69.413,22.0,5.606,3.5639999999999996,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,
82540,SMR,Europe,San Marino,2021-07-31,5130.0,0.0,4.428999999999999,90.0,0.0,0.0,151157.994,0.0,130.49,2651.895,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,33938.0,556.6669999999999,,,,56861.47,,,5.64,,,,3.8,84.97,,
83023,STP,Africa,Sao Tome and Principe,2021-07-31,2454.0,8.0,4.2860000000000005,37.0,0.0,0.0,11197.248,36.503,19.555,168.826,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219161.0,212.84099999999998,18.7,2.886,2.162,3052.7140000000004,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,
83541,SAU,Asia,Saudi Arabia,2021-07-31,525730.0,3622.0,1254.4289999999999,8237.0,37.0,11.714,15101.166000000001,104.039,36.032,236.601,1.063,0.336,,,,,,,,,,,,,,,,,,,26867756.0,18786436.0,8081320.0,299806.0,364789.0,77.18,53.96,23.21,10478.0,,34813867.0,15.322000000000001,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,
84062,SEN,Africa,Senegal,2021-07-31,62290.0,1045.0,816.7139999999999,1353.0,20.0,12.0,3720.1540000000005,62.411,48.777,80.805,1.194,0.7170000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16743930.0,82.32799999999999,18.7,3.008,1.796,2470.58,38.0,241.21900000000002,2.42,0.4,16.6,20.859,,67.94,0.512,
84585,SRB,Europe,Serbia,2021-07-31,721918.0,298.0,286.42900000000003,7114.0,2.0,1.571,106092.70599999999,43.794,42.093,1045.47,0.294,0.231,,,,,,,,,,,,,,,,,,,5536170.0,2835895.0,2700275.0,5379.0,7720.0,81.36,41.68,39.68,1135.0,,6804596.0,80.291,41.2,17.366,,14048.881000000001,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.8059999999999999,
85091,SYC,Africa,Seychelles,2021-07-31,18189.0,0.0,63.143,94.0,0.0,0.7140000000000001,184960.342,0.0,642.087,955.867,0.0,7.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98340.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.7959999999999999,
85580,SLE,Africa,Sierra Leone,2021-07-31,6283.0,4.0,9.286,120.0,0.0,0.28600000000000003,787.6410000000001,0.501,1.1640000000000001,15.043,0.0,0.036000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7976985.0,104.7,19.1,2.5380000000000003,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,
86137,SGP,Asia,Singapore,2021-07-31,64981.0,120.0,132.429,37.0,0.0,0.0,11107.212,20.511999999999997,22.636,6.324,0.0,0.0,,,,,,,,,,,,,,,,,,,7576612.0,4307602.0,3391799.0,72058.0,63690.0,129.51,73.63,57.98,10887.0,50.93,5850343.0,7915.731,42.4,12.922,7.0489999999999995,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,
86735,SVK,Europe,Slovakia,2021-07-31,392647.0,66.0,55.428999999999995,12540.0,4.0,0.857,71918.072,12.089,10.152000000000001,2296.853,0.733,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5459643.0,113.12799999999999,41.2,15.07,9.167,30155.152000000002,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,
87282,SVN,Europe,Slovenia,2021-07-31,259215.0,136.0,85.14299999999999,4429.0,1.0,0.28600000000000003,124686.618,65.418,40.955,2130.4210000000003,0.48100000000000004,0.13699999999999998,,,,,,,,,,,,,,,,,,,1730277.0,920074.0,810203.0,2186.0,6161.0,83.23,44.26,38.97,2964.0,,2078932.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,
87576,SLB,Oceania,Solomon Islands,2021-07-31,20.0,0.0,0.0,,,0.0,29.116999999999997,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686878.0,21.840999999999998,20.8,3.5069999999999997,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.5670000000000001,
88080,SOM,Africa,Somalia,2021-07-31,15403.0,45.0,28.570999999999998,811.0,2.0,3.1430000000000002,969.155,2.8310000000000004,1.798,51.028,0.126,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15893219.0,23.5,16.8,2.7310000000000003,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,
88622,ZAF,Africa,South Africa,2021-07-31,2447454.0,12418.0,11335.571000000002,72013.0,334.0,360.714,41266.364,209.37900000000002,191.128,1214.2069999999999,5.632000000000001,6.082000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.85,59308690.0,46.754,27.3,5.343999999999999,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.7090000000000001,
89149,OWID_SAM,,South America,2021-07-31,35508526.0,64908.0,63973.857,1089793.0,1716.0,1984.286,82432.317,150.683,148.514,2529.9320000000002,3.984,4.606,,,,,,,,,,,,,,,,,,,268145274.0,189315121.0,85850327.0,4164819.0,2839487.0,62.25,43.95,19.93,6592.0,,430759772.0,,,,,,,,,,,,,,,
89708,KOR,Asia,South Korea,2021-07-31,199787.0,1442.0,1562.714,2098.0,3.0,3.571,3896.824,28.125999999999998,30.480999999999998,40.921,0.059000000000000004,0.07,,,,,,,,,,,,,,,,,,,25460280.0,19444120.0,7145922.0,227623.0,401835.0,49.66,37.93,13.94,7838.0,,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
90192,SSD,Africa,South Sudan,2021-07-31,11049.0,0.0,18.857,119.0,0.0,0.28600000000000003,987.071,0.0,1.685,10.630999999999998,0.0,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11193729.0,,19.2,3.4410000000000003,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,
90740,ESP,Europe,Spain,2021-07-31,4447044.0,0.0,23802.142999999996,81486.0,0.0,37.857,95114.205,0.0,509.085,1742.838,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46754783.0,93.105,45.5,19.436,13.799000000000001,34272.36,1.0,99.40299999999999,7.17,27.4,31.4,,2.97,83.56,0.904,
91293,LKA,Asia,Sri Lanka,2021-07-31,308812.0,2150.0,1994.5710000000001,4436.0,56.0,54.571000000000005,14421.538,100.405,93.147,207.16099999999997,2.615,2.548,,,,,,,,,,,,,,,,,,,11768810.0,9634704.0,2134106.0,526092.0,475620.0,54.96,44.99,9.97,22211.0,,21413250.0,341.955,34.1,10.068999999999999,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,
91801,SDN,Africa,Sudan,2021-07-31,37138.0,0.0,0.0,2776.0,0.0,0.0,846.947,0.0,0.0,63.308,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43849269.0,23.258000000000003,19.7,3.548,2.0340000000000003,4466.5070000000005,,431.38800000000003,15.67,,,23.436999999999998,0.8,65.31,0.51,
92307,SUR,South America,Suriname,2021-07-31,25351.0,64.0,79.143,649.0,4.0,3.0,43214.337999999996,109.09700000000001,134.91,1106.312,6.819,5.114,,,,,,,,,,,,,,,,,,,245971.0,,,1593.0,1491.0,41.93,,,2542.0,,586634.0,3.612,29.6,6.933,4.229,13767.118999999999,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,
92855,SWE,Europe,Sweden,2021-07-31,1100040.0,0.0,463.0,14655.0,0.0,0.5710000000000001,108922.724,0.0,45.845,1451.095,0.0,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,10099270.0,24.718000000000004,41.0,19.985,13.433,46949.282999999996,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,
93379,CHE,Europe,Switzerland,2021-07-31,717665.0,0.0,713.857,10904.0,-1.0,1.286,82922.782,0.0,82.48299999999999,1259.905,-0.11599999999999999,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8654618.0,214.243,43.1,18.436,12.644,57410.166,,99.73899999999999,5.59,22.6,28.9,,4.53,83.78,0.955,
93877,SYR,Asia,Syria,2021-07-31,25963.0,9.0,14.0,1914.0,1.0,1.286,1483.5439999999999,0.514,0.8,109.367,0.057,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17500657.0,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.5670000000000001,
94441,TWN,Asia,Taiwan,2021-07-31,15674.0,12.0,16.570999999999998,787.0,0.0,0.14300000000000002,658.1080000000001,0.504,0.696,33.044000000000004,0.0,0.006,,,,,,,,,,,,,,,,,,,,,,,238421.0,,,,10011.0,,23816775.0,,42.2,,8.353,,,103.95700000000001,,,,,,80.46,,
94900,TJK,Asia,Tajikistan,2021-07-31,15082.0,78.0,82.429,121.0,0.0,0.7140000000000001,1581.3129999999999,8.177999999999999,8.642000000000001,12.687000000000001,0.0,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9537642.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.69800000000004,7.11,,,72.704,4.8,71.1,0.6679999999999999,
95404,TZA,Africa,Tanzania,2021-07-31,1017.0,0.0,72.571,21.0,0.0,0.0,17.025,0.0,1.215,0.35200000000000004,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59734213.0,64.699,17.7,3.108,1.874,2683.304,49.1,217.28799999999998,5.75,3.3,26.7,47.953,0.7,65.46,0.529,
95980,THA,Asia,Thailand,2021-07-31,597287.0,18912.0,16474.286,4857.0,178.0,132.429,8557.123,270.94599999999997,236.021,69.585,2.55,1.8969999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69799978.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,
96478,TLS,Asia,Timor,2021-07-31,10898.0,154.0,80.143,26.0,0.0,0.0,8265.817,116.805,60.786,19.72,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318442.0,87.176,18.0,3.556,1.8969999999999998,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,
96994,TGO,Africa,Togo,2021-07-31,15798.0,174.0,103.714,152.0,0.0,1.286,1908.2620000000002,21.018,12.527999999999999,18.36,0.0,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8278737.0,143.366,19.4,2.839,1.525,1429.8129999999999,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,
97599,TTO,North America,Trinidad and Tobago,2021-07-31,38811.0,254.0,206.571,1070.0,0.0,5.428999999999999,27732.226000000002,181.495,147.605,764.564,0.0,3.8789999999999996,,,,,,,,,,,,,,,,,,,583515.0,388805.0,194710.0,9485.0,10839.0,41.69,27.78,13.91,7745.0,,1399491.0,266.88599999999997,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.7959999999999999,
98115,TUN,Africa,Tunisia,2021-07-31,589565.0,3419.0,3662.143,19686.0,183.0,188.143,49884.428,289.289,309.862,1665.6770000000001,15.484000000000002,15.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11818618.0,74.22800000000001,32.7,8.001,5.075,10849.296999999999,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,
98624,TUR,Asia,Turkey,2021-07-31,5727045.0,22332.0,19952.429,51332.0,79.0,64.714,67905.008,264.788,236.574,608.638,0.937,0.767,,,,,,,,,,,,,,,,,,,73272667.0,41012715.0,27355633.0,343025.0,1069910.0,86.88,48.63,32.44,12686.0,,84339067.0,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,
99369,UGA,Africa,Uganda,2021-07-31,93927.0,252.0,258.857,2690.0,29.0,23.429000000000002,2053.453,5.5089999999999995,5.659,58.809,0.634,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45741000.0,213.75900000000001,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.221999999999998,0.5,63.37,0.544,
99886,UKR,Europe,Ukraine,2021-07-31,2333409.0,1459.0,1210.5710000000001,55556.0,35.0,29.857,53354.869000000006,33.361,27.68,1270.323,0.8,0.6829999999999999,,,,,,,,,,,,,,,,,,,5594703.0,3571445.0,2023258.0,68499.0,118751.0,12.79,8.17,4.63,2715.0,,43733759.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,
100437,ARE,Asia,United Arab Emirates,2021-07-31,680858.0,1537.0,1535.714,1949.0,6.0,4.7139999999999995,68840.29,155.403,155.273,197.06,0.607,0.47700000000000004,,,,,,,,,,,,,,,,,,,16795717.0,7803451.0,6972665.0,,44288.0,169.82,78.9,70.5,4478.0,,9890400.0,112.44200000000001,34.0,1.1440000000000001,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,
100986,GBR,Europe,United Kingdom,2021-07-31,5883421.0,25782.0,26994.142999999996,129949.0,72.0,75.857,86666.185,379.784,397.639,1914.224,1.061,1.117,,,,,,,,,,,,,,,,,,,85196986.0,46851145.0,38345841.0,251017.0,208985.0,125.5,69.01,56.49,3078.0,,67886004.0,272.89799999999997,40.8,18.517,12.527000000000001,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,
101544,USA,North America,United States,2021-07-31,34978276.0,32808.0,78600.143,613157.0,144.0,358.14300000000003,105673.705,99.117,237.46099999999998,1852.4229999999998,0.435,1.082,,11206.0,33.855,43585.0,131.67600000000002,,,,,,,,,,,,,,345640466.0,190982149.0,164446964.0,711952.0,657213.0,103.35,57.1,49.17,1965.0,,331002647.0,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.9259999999999999,
102051,URY,South America,Uruguay,2021-07-31,381517.0,153.0,172.28599999999997,5964.0,5.0,5.2860000000000005,109829.299,44.045,49.597,1716.888,1.439,1.5219999999999998,,,,,,,,,,,,,,,,,,,4788108.0,2564904.0,2223204.0,5439.0,17989.0,137.84,73.84,64.0,5179.0,,3473727.0,19.750999999999998,35.6,14.655,10.360999999999999,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.8170000000000001,
102556,UZB,Asia,Uzbekistan,2021-07-31,129327.0,924.0,824.0,874.0,8.0,6.857,3864.06,27.607,24.62,26.114,0.239,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33469199.0,76.134,28.2,4.468999999999999,2.873,6253.104,,724.4169999999999,7.57,1.3,24.7,,4.0,71.72,0.72,
102821,VUT,Oceania,Vanuatu,2021-07-31,4.0,0.0,0.0,1.0,0.0,0.0,13.023,0.0,0.0,3.2560000000000002,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307150.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,
103335,VAT,Europe,Vatican,2021-07-31,27.0,0.0,0.0,,,0.0,33374.536,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.0,,,,,,,,,,,,,75.12,,
103841,VEN,South America,Venezuela,2021-07-31,305766.0,1040.0,994.571,3591.0,15.0,16.570999999999998,10752.8,36.573,34.976,126.28399999999999,0.528,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28435943.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,
104398,VNM,Asia,Vietnam,2021-07-31,150060.0,8938.0,7878.143,1306.0,145.0,133.714,1541.629,91.824,80.935,13.417,1.49,1.374,,,,,,,,,,,,,,,,,,,6203866.0,5583255.0,620611.0,272490.0,238304.0,6.37,5.74,0.64,2448.0,,97338583.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.84700000000001,2.6,75.4,0.7040000000000001,
105076,OWID_WRL,,World,2021-07-31,197872222.0,506087.0,589880.8570000001,4217383.0,8836.0,9211.286,25385.161,64.926,75.676,541.0509999999999,1.1340000000000001,1.182,,,,,,,,,,,,,,,,,,,4142697197.0,2209642760.0,1138208723.0,30701858.0,38568282.0,53.15,28.35,14.6,4948.0,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,
105555,YEM,Asia,Yemen,2021-07-31,7061.0,3.0,7.571000000000001,1375.0,0.0,0.28600000000000003,236.74,0.10099999999999999,0.254,46.101000000000006,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29825968.0,53.508,20.3,2.9219999999999997,1.5830000000000002,1479.1470000000002,18.8,495.00300000000004,5.35,7.6,29.2,49.542,0.7,66.12,0.47,
106057,ZMB,Africa,Zambia,2021-07-31,195816.0,720.0,612.714,3389.0,13.0,19.857,10651.462,39.165,33.329,184.34599999999998,0.7070000000000001,1.08,,,,,,,,,,,,,,,,,,,433716.0,284700.0,149016.0,9197.0,12928.0,2.36,1.55,0.81,703.0,,18383956.0,22.995,17.7,2.48,1.5419999999999998,3689.2509999999997,57.5,234.49900000000002,3.94,3.1,24.7,13.937999999999999,2.0,63.89,0.584,
106557,ZWE,Africa,Zimbabwe,2021-07-31,108860.0,1370.0,1654.714,3532.0,42.0,68.857,7324.264,92.176,111.33200000000001,237.638,2.826,4.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14862927.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.5710000000000001,
